,Disease,Symptom
30629,Jaundice, vomiting
30630,Jaundice, fatigue
30631,Jaundice, weight_loss
30632,Jaundice, high_fever
30633,Jaundice, yellowish_skin
30634,Jaundice, dark_urine
30635,Jaundice, abdominal_pain
30636,Malaria, chills
30637,Malaria, vomiting
30638,Malaria, high_fever
30639,Malaria, sweating
30640,Malaria, headache
30641,Malaria, nausea
30642,Malaria, diarrhoea
30643,Malaria, muscle_pain
30644,Chicken pox,itching
30645,Chicken pox, skin_rash
30646,Chicken pox, fatigue
30647,Chicken pox, lethargy
30648,Chicken pox, high_fever
30649,Chicken pox, headache
30650,Chicken pox, loss_of_appetite
30651,Chicken pox, mild_fever
30652,Chicken pox, swelled_lymph_nodes
30653,Chicken pox, malaise
30654,Chicken pox, red_spots_over_body
30655,Dengue, skin_rash
30656,Dengue, chills
30657,Dengue, joint_pain
30658,Dengue, vomiting
30659,Dengue, fatigue
30660,Dengue, high_fever
30661,Dengue, headache
30662,Dengue, nausea
30663,Dengue, loss_of_appetite
30664,Dengue, pain_behind_the_eyes
30665,Dengue, back_pain
30666,Dengue, malaise
30667,Dengue, muscle_pain
30668,Dengue, red_spots_over_body
30669,Typhoid, chills
30670,Typhoid, vomiting
30671,Typhoid, fatigue
30672,Typhoid, high_fever
30673,Typhoid, headache
30674,Typhoid, nausea
30675,Typhoid, constipation
30676,Typhoid, abdominal_pain
30677,Typhoid, diarrhoea
30678,Typhoid, toxic_look_(typhos)
30679,Typhoid, belly_pain
30680,hepatitis A, joint_pain
30681,hepatitis A, vomiting
30682,hepatitis A, yellowish_skin
30683,hepatitis A, dark_urine
30684,hepatitis A, nausea
30685,hepatitis A, loss_of_appetite
30686,hepatitis A, abdominal_pain
30687,hepatitis A, diarrhoea
30688,hepatitis A, mild_fever
30689,hepatitis A, yellowing_of_eyes
30690,hepatitis A, muscle_pain
30691,Hepatitis B,itching
30692,Hepatitis B, fatigue
30693,Hepatitis B, lethargy
30694,Hepatitis B, yellowish_skin
30695,Hepatitis B, dark_urine
30696,Hepatitis B, loss_of_appetite
30697,Hepatitis B, abdominal_pain
30698,Hepatitis B, yellow_urine
30699,Hepatitis B, yellowing_of_eyes
30700,Hepatitis B, malaise
30701,Hepatitis B, receiving_blood_transfusion
30702,Hepatitis B, receiving_unsterile_injections
30703,Hepatitis C, fatigue
30704,Hepatitis C, yellowish_skin
30705,Hepatitis C, nausea
30706,Hepatitis C, loss_of_appetite
30707,Hepatitis C, yellowing_of_eyes
30708,Hepatitis C, family_history
30709,Hepatitis D, joint_pain
30710,Hepatitis D, vomiting
30711,Hepatitis D, fatigue
30712,Hepatitis D, yellowish_skin
30713,Hepatitis D, dark_urine
30714,Hepatitis D, nausea
30715,Hepatitis D, loss_of_appetite
30716,Hepatitis D, abdominal_pain
30717,Hepatitis D, yellowing_of_eyes
30718,Hepatitis E, joint_pain
30719,Hepatitis E, vomiting
30720,Hepatitis E, fatigue
30721,Hepatitis E, high_fever
30722,Hepatitis E, yellowish_skin
30723,Hepatitis E, dark_urine
30724,Hepatitis E, nausea
30725,Hepatitis E, loss_of_appetite
30726,Hepatitis E, abdominal_pain
30727,Hepatitis E, yellowing_of_eyes
30728,Hepatitis E, acute_liver_failure
30729,Hepatitis E, coma
30730,Hepatitis E, stomach_bleeding
30731,Alcoholic hepatitis, vomiting
30732,Alcoholic hepatitis, yellowish_skin
30733,Alcoholic hepatitis, abdominal_pain
30734,Alcoholic hepatitis, swelling_of_stomach
30735,Alcoholic hepatitis, distention_of_abdomen
30736,Alcoholic hepatitis, history_of_alcohol_consumption
30737,Alcoholic hepatitis, fluid_overload
30738,Tuberculosis, chills
30739,Tuberculosis, vomiting
30740,Tuberculosis, fatigue
30741,Tuberculosis, weight_loss
30742,Tuberculosis, cough
30743,Tuberculosis, high_fever
30744,Tuberculosis, breathlessness
30745,Tuberculosis, sweating
30746,Tuberculosis, loss_of_appetite
30747,Tuberculosis, mild_fever
30748,Tuberculosis, yellowing_of_eyes
30749,Tuberculosis, swelled_lymph_nodes
30750,Tuberculosis, malaise
30751,Tuberculosis, phlegm
30752,Tuberculosis, chest_pain
30753,Tuberculosis, blood_in_sputum
30754,Common Cold, continuous_sneezing
30755,Common Cold, chills
30756,Common Cold, fatigue
30757,Common Cold, cough
30758,Common Cold, high_fever
30759,Common Cold, headache
30760,Common Cold, swelled_lymph_nodes
30761,Common Cold, malaise
30762,Common Cold, phlegm
30763,Common Cold, throat_irritation
30764,Common Cold, redness_of_eyes
30765,Common Cold, sinus_pressure
30766,Common Cold, runny_nose
30767,Common Cold, congestion
30768,Common Cold, chest_pain
30769,Common Cold, loss_of_smell
30770,Common Cold, muscle_pain
30771,Pneumonia, chills
30772,Pneumonia, fatigue
30773,Pneumonia, cough
30774,Pneumonia, high_fever
30775,Pneumonia, breathlessness
30776,Pneumonia, sweating
30777,Pneumonia, malaise
30778,Pneumonia, phlegm
30779,Pneumonia, chest_pain
30780,Pneumonia, fast_heart_rate
30781,Pneumonia, rusty_sputum
30782,Dimorphic hemmorhoids(piles), constipation
30783,Dimorphic hemmorhoids(piles), pain_during_bowel_movements
30784,Dimorphic hemmorhoids(piles), pain_in_anal_region
30785,Dimorphic hemmorhoids(piles), bloody_stool
30786,Dimorphic hemmorhoids(piles), irritation_in_anus
30787,Heart attack, vomiting
30788,Heart attack, breathlessness
30789,Heart attack, sweating
30790,Heart attack, chest_pain
30791,Varicose veins, fatigue
30792,Varicose veins, cramps
30793,Varicose veins, bruising
30794,Varicose veins, obesity
30795,Varicose veins, swollen_legs
30796,Varicose veins, swollen_blood_vessels
30797,Varicose veins, prominent_veins_on_calf
30798,Hypothyroidism, fatigue
30799,Hypothyroidism, weight_gain
30800,Hypothyroidism, cold_hands_and_feets
30801,Hypothyroidism, mood_swings
30802,Hypothyroidism, lethargy
30803,Hypothyroidism, dizziness
30804,Hypothyroidism, puffy_face_and_eyes
30805,Hypothyroidism, enlarged_thyroid
30806,Hypothyroidism, brittle_nails
30807,Hypothyroidism, swollen_extremeties
30808,Hypothyroidism, depression
30809,Hypothyroidism, irritability
30810,Hypothyroidism, abnormal_menstruation
30811,Hyperthyroidism, fatigue
30812,Hyperthyroidism, mood_swings
30813,Hyperthyroidism, weight_loss
30814,Hyperthyroidism, restlessness
30815,Hyperthyroidism, sweating
30816,Hyperthyroidism, diarrhoea
30817,Hyperthyroidism, fast_heart_rate
30818,Hyperthyroidism, excessive_hunger
30819,Hyperthyroidism, muscle_weakness
30820,Hyperthyroidism, irritability
30821,Hyperthyroidism, abnormal_menstruation
30822,Hypoglycemia, vomiting
30823,Hypoglycemia, fatigue
30824,Hypoglycemia, anxiety
30825,Hypoglycemia, sweating
30826,Hypoglycemia, headache
30827,Hypoglycemia, nausea
30828,Hypoglycemia, blurred_and_distorted_vision
30829,Hypoglycemia, excessive_hunger
30830,Hypoglycemia, drying_and_tingling_lips
30831,Hypoglycemia, slurred_speech
30832,Hypoglycemia, irritability
30833,Hypoglycemia, palpitations
30834,Osteoarthristis, joint_pain
30835,Osteoarthristis, neck_pain
30836,Osteoarthristis, knee_pain
30837,Osteoarthristis, hip_joint_pain
30838,Osteoarthristis, swelling_joints
30839,Osteoarthristis, painful_walking
30840,Arthritis, muscle_weakness
30841,Arthritis, stiff_neck
30842,Arthritis, swelling_joints
30843,Arthritis, movement_stiffness
30844,Arthritis, painful_walking
30845,(vertigo) Paroymsal  Positional Vertigo, vomiting
30846,(vertigo) Paroymsal  Positional Vertigo, headache
30847,(vertigo) Paroymsal  Positional Vertigo, nausea
30848,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
30849,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
30850,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
30851,Acne, skin_rash
30852,Acne, pus_filled_pimples
30853,Acne, blackheads
30854,Acne, scurring
30855,Urinary tract infection, burning_micturition
30856,Urinary tract infection, bladder_discomfort
30857,Urinary tract infection, foul_smell_of urine
30858,Urinary tract infection, continuous_feel_of_urine
30859,Psoriasis, skin_rash
30860,Psoriasis, joint_pain
30861,Psoriasis, skin_peeling
30862,Psoriasis, silver_like_dusting
30863,Psoriasis, small_dents_in_nails
30864,Psoriasis, inflammatory_nails
30865,Impetigo, skin_rash
30866,Impetigo, high_fever
30867,Impetigo, blister
30868,Impetigo, red_sore_around_nose
30869,Impetigo, yellow_crust_ooze
30870,Fungal infection,itching
30871,Fungal infection, skin_rash
30872,Fungal infection, nodal_skin_eruptions
30873,Fungal infection, dischromic _patches
30874,Allergy, continuous_sneezing
30875,Allergy, shivering
30876,Allergy, chills
30877,Allergy, watering_from_eyes
30878,GERD, stomach_pain
30879,GERD, acidity
30880,GERD, ulcers_on_tongue
30881,GERD, vomiting
30882,GERD, cough
30883,GERD, chest_pain
30884,Chronic cholestasis,itching
30885,Chronic cholestasis, vomiting
30886,Chronic cholestasis, yellowish_skin
30887,Chronic cholestasis, nausea
30888,Chronic cholestasis, loss_of_appetite
30889,Chronic cholestasis, abdominal_pain
30890,Chronic cholestasis, yellowing_of_eyes
30891,Drug Reaction,itching
30892,Drug Reaction, skin_rash
30893,Drug Reaction, stomach_pain
30894,Drug Reaction, burning_micturition
30895,Drug Reaction, spotting_ urination
30896,Peptic ulcer diseae, vomiting
30897,Peptic ulcer diseae, indigestion
30898,Peptic ulcer diseae, loss_of_appetite
30899,Peptic ulcer diseae, abdominal_pain
30900,Peptic ulcer diseae, passage_of_gases
30901,Peptic ulcer diseae, internal_itching
30902,AIDS, muscle_wasting
30903,AIDS, patches_in_throat
30904,AIDS, high_fever
30905,AIDS, extra_marital_contacts
30906,Diabetes , fatigue
30907,Diabetes , weight_loss
30908,Diabetes , restlessness
30909,Diabetes , lethargy
30910,Diabetes , irregular_sugar_level
30911,Diabetes , blurred_and_distorted_vision
30912,Diabetes , obesity
30913,Diabetes , excessive_hunger
30914,Diabetes , increased_appetite
30915,Diabetes , polyuria
30916,Gastroenteritis, vomiting
30917,Gastroenteritis, sunken_eyes
30918,Gastroenteritis, dehydration
30919,Gastroenteritis, diarrhoea
30920,Bronchial Asthma, fatigue
30921,Bronchial Asthma, cough
30922,Bronchial Asthma, high_fever
30923,Bronchial Asthma, breathlessness
30924,Bronchial Asthma, family_history
30925,Bronchial Asthma, mucoid_sputum
30926,Hypertension , headache
30927,Hypertension , chest_pain
30928,Hypertension , dizziness
30929,Hypertension , loss_of_balance
30930,Hypertension , lack_of_concentration
30931,Migraine, acidity
30932,Migraine, indigestion
30933,Migraine, headache
30934,Migraine, blurred_and_distorted_vision
30935,Migraine, excessive_hunger
30936,Migraine, stiff_neck
30937,Migraine, depression
30938,Migraine, irritability
30939,Migraine, visual_disturbances
30940,Cervical spondylosis, back_pain
30941,Cervical spondylosis, weakness_in_limbs
30942,Cervical spondylosis, neck_pain
30943,Cervical spondylosis, dizziness
30944,Cervical spondylosis, loss_of_balance
30945,Paralysis (brain hemorrhage), vomiting
30946,Paralysis (brain hemorrhage), headache
30947,Paralysis (brain hemorrhage), weakness_of_one_body_side
30948,Paralysis (brain hemorrhage), altered_sensorium
30949,Jaundice,itching
30950,Jaundice, vomiting
30951,Jaundice, fatigue
30952,Jaundice, weight_loss
30953,Jaundice, high_fever
30954,Jaundice, yellowish_skin
30955,Jaundice, dark_urine
30956,Jaundice, abdominal_pain
30957,Malaria, chills
30958,Malaria, vomiting
30959,Malaria, high_fever
30960,Malaria, sweating
30961,Malaria, headache
30962,Malaria, nausea
30963,Malaria, diarrhoea
30964,Malaria, muscle_pain
30965,Chicken pox,itching
30966,Chicken pox, skin_rash
30967,Chicken pox, fatigue
30968,Chicken pox, lethargy
30969,Chicken pox, high_fever
30970,Chicken pox, headache
30971,Chicken pox, loss_of_appetite
30972,Chicken pox, mild_fever
30973,Chicken pox, swelled_lymph_nodes
30974,Chicken pox, malaise
30975,Chicken pox, red_spots_over_body
30976,Dengue, skin_rash
30977,Dengue, chills
30978,Dengue, joint_pain
30979,Dengue, vomiting
30980,Dengue, fatigue
30981,Dengue, high_fever
30982,Dengue, headache
30983,Dengue, nausea
30984,Dengue, loss_of_appetite
30985,Dengue, pain_behind_the_eyes
30986,Dengue, back_pain
30987,Dengue, malaise
30988,Dengue, muscle_pain
30989,Dengue, red_spots_over_body
30990,Typhoid, chills
30991,Typhoid, vomiting
30992,Typhoid, fatigue
30993,Typhoid, high_fever
30994,Typhoid, headache
30995,Typhoid, nausea
30996,Typhoid, constipation
30997,Typhoid, abdominal_pain
30998,Typhoid, diarrhoea
30999,Typhoid, toxic_look_(typhos)
31000,Typhoid, belly_pain
31001,hepatitis A, joint_pain
31002,hepatitis A, vomiting
31003,hepatitis A, yellowish_skin
31004,hepatitis A, dark_urine
31005,hepatitis A, nausea
31006,hepatitis A, loss_of_appetite
31007,hepatitis A, abdominal_pain
31008,hepatitis A, diarrhoea
31009,hepatitis A, mild_fever
31010,hepatitis A, yellowing_of_eyes
31011,hepatitis A, muscle_pain
31012,Hepatitis B,itching
31013,Hepatitis B, fatigue
31014,Hepatitis B, lethargy
31015,Hepatitis B, yellowish_skin
31016,Hepatitis B, dark_urine
31017,Hepatitis B, loss_of_appetite
31018,Hepatitis B, abdominal_pain
31019,Hepatitis B, yellow_urine
31020,Hepatitis B, yellowing_of_eyes
31021,Hepatitis B, malaise
31022,Hepatitis B, receiving_blood_transfusion
31023,Hepatitis B, receiving_unsterile_injections
31024,Hepatitis C, fatigue
31025,Hepatitis C, yellowish_skin
31026,Hepatitis C, nausea
31027,Hepatitis C, loss_of_appetite
31028,Hepatitis C, yellowing_of_eyes
31029,Hepatitis C, family_history
31030,Hepatitis D, joint_pain
31031,Hepatitis D, vomiting
31032,Hepatitis D, fatigue
31033,Hepatitis D, yellowish_skin
31034,Hepatitis D, dark_urine
31035,Hepatitis D, nausea
31036,Hepatitis D, loss_of_appetite
31037,Hepatitis D, abdominal_pain
31038,Hepatitis D, yellowing_of_eyes
31039,Hepatitis E, joint_pain
31040,Hepatitis E, vomiting
31041,Hepatitis E, fatigue
31042,Hepatitis E, high_fever
31043,Hepatitis E, yellowish_skin
31044,Hepatitis E, dark_urine
31045,Hepatitis E, nausea
31046,Hepatitis E, loss_of_appetite
31047,Hepatitis E, abdominal_pain
31048,Hepatitis E, yellowing_of_eyes
31049,Hepatitis E, acute_liver_failure
31050,Hepatitis E, coma
31051,Hepatitis E, stomach_bleeding
31052,Alcoholic hepatitis, vomiting
31053,Alcoholic hepatitis, yellowish_skin
31054,Alcoholic hepatitis, abdominal_pain
31055,Alcoholic hepatitis, swelling_of_stomach
31056,Alcoholic hepatitis, distention_of_abdomen
31057,Alcoholic hepatitis, history_of_alcohol_consumption
31058,Alcoholic hepatitis, fluid_overload
31059,Tuberculosis, chills
31060,Tuberculosis, vomiting
31061,Tuberculosis, fatigue
31062,Tuberculosis, weight_loss
31063,Tuberculosis, cough
31064,Tuberculosis, high_fever
31065,Tuberculosis, breathlessness
31066,Tuberculosis, sweating
31067,Tuberculosis, loss_of_appetite
31068,Tuberculosis, mild_fever
31069,Tuberculosis, yellowing_of_eyes
31070,Tuberculosis, swelled_lymph_nodes
31071,Tuberculosis, malaise
31072,Tuberculosis, phlegm
31073,Tuberculosis, chest_pain
31074,Tuberculosis, blood_in_sputum
31075,Common Cold, continuous_sneezing
31076,Common Cold, chills
31077,Common Cold, fatigue
31078,Common Cold, cough
31079,Common Cold, high_fever
31080,Common Cold, headache
31081,Common Cold, swelled_lymph_nodes
31082,Common Cold, malaise
31083,Common Cold, phlegm
31084,Common Cold, throat_irritation
31085,Common Cold, redness_of_eyes
31086,Common Cold, sinus_pressure
31087,Common Cold, runny_nose
31088,Common Cold, congestion
31089,Common Cold, chest_pain
31090,Common Cold, loss_of_smell
31091,Common Cold, muscle_pain
31092,Pneumonia, chills
31093,Pneumonia, fatigue
31094,Pneumonia, cough
31095,Pneumonia, high_fever
31096,Pneumonia, breathlessness
31097,Pneumonia, sweating
31098,Pneumonia, malaise
31099,Pneumonia, phlegm
31100,Pneumonia, chest_pain
31101,Pneumonia, fast_heart_rate
31102,Pneumonia, rusty_sputum
31103,Dimorphic hemmorhoids(piles), constipation
31104,Dimorphic hemmorhoids(piles), pain_during_bowel_movements
31105,Dimorphic hemmorhoids(piles), pain_in_anal_region
31106,Dimorphic hemmorhoids(piles), bloody_stool
31107,Dimorphic hemmorhoids(piles), irritation_in_anus
31108,Heart attack, vomiting
31109,Heart attack, breathlessness
31110,Heart attack, sweating
31111,Heart attack, chest_pain
31112,Varicose veins, fatigue
31113,Varicose veins, cramps
31114,Varicose veins, bruising
31115,Varicose veins, obesity
31116,Varicose veins, swollen_legs
31117,Varicose veins, swollen_blood_vessels
31118,Varicose veins, prominent_veins_on_calf
31119,Hypothyroidism, fatigue
31120,Hypothyroidism, weight_gain
31121,Hypothyroidism, cold_hands_and_feets
31122,Hypothyroidism, mood_swings
31123,Hypothyroidism, lethargy
31124,Hypothyroidism, dizziness
31125,Hypothyroidism, puffy_face_and_eyes
31126,Hypothyroidism, enlarged_thyroid
31127,Hypothyroidism, brittle_nails
31128,Hypothyroidism, swollen_extremeties
31129,Hypothyroidism, depression
31130,Hypothyroidism, irritability
31131,Hypothyroidism, abnormal_menstruation
31132,Hyperthyroidism, fatigue
31133,Hyperthyroidism, mood_swings
31134,Hyperthyroidism, weight_loss
31135,Hyperthyroidism, restlessness
31136,Hyperthyroidism, sweating
31137,Hyperthyroidism, diarrhoea
31138,Hyperthyroidism, fast_heart_rate
31139,Hyperthyroidism, excessive_hunger
31140,Hyperthyroidism, muscle_weakness
31141,Hyperthyroidism, irritability
31142,Hyperthyroidism, abnormal_menstruation
31143,Hypoglycemia, vomiting
31144,Hypoglycemia, fatigue
31145,Hypoglycemia, anxiety
31146,Hypoglycemia, sweating
31147,Hypoglycemia, headache
31148,Hypoglycemia, nausea
31149,Hypoglycemia, blurred_and_distorted_vision
31150,Hypoglycemia, excessive_hunger
31151,Hypoglycemia, drying_and_tingling_lips
31152,Hypoglycemia, slurred_speech
31153,Hypoglycemia, irritability
31154,Hypoglycemia, palpitations
31155,Osteoarthristis, joint_pain
31156,Osteoarthristis, neck_pain
31157,Osteoarthristis, knee_pain
31158,Osteoarthristis, hip_joint_pain
31159,Osteoarthristis, swelling_joints
31160,Osteoarthristis, painful_walking
31161,Arthritis, muscle_weakness
31162,Arthritis, stiff_neck
31163,Arthritis, swelling_joints
31164,Arthritis, movement_stiffness
31165,Arthritis, painful_walking
31166,(vertigo) Paroymsal  Positional Vertigo, vomiting
31167,(vertigo) Paroymsal  Positional Vertigo, headache
31168,(vertigo) Paroymsal  Positional Vertigo, nausea
31169,(vertigo) Paroymsal  Positional Vertigo, spinning_movements
31170,(vertigo) Paroymsal  Positional Vertigo, loss_of_balance
31171,(vertigo) Paroymsal  Positional Vertigo, unsteadiness
31172,Acne, skin_rash
31173,Acne, pus_filled_pimples
31174,Acne, blackheads
31175,Acne, scurring
31176,Urinary tract infection, burning_micturition
31177,Urinary tract infection, bladder_discomfort
31178,Urinary tract infection, foul_smell_of urine
31179,Urinary tract infection, continuous_feel_of_urine
31180,Psoriasis, skin_rash
31181,Psoriasis, joint_pain
31182,Psoriasis, skin_peeling
31183,Psoriasis, silver_like_dusting
31184,Psoriasis, small_dents_in_nails
31185,Psoriasis, inflammatory_nails
31186,Impetigo, skin_rash
31187,Impetigo, high_fever
31188,Impetigo, blister
31189,Impetigo, red_sore_around_nose
31190,Impetigo, yellow_crust_ooze
31191,Fungal infection,itching
31192,Fungal infection, skin_rash
31193,Fungal infection, nodal_skin_eruptions
31194,Fungal infection, dischromic _patches
31195,Allergy, continuous_sneezing
31196,Allergy, shivering
31197,Allergy, chills
31198,Allergy, watering_from_eyes
31199,GERD, stomach_pain
31200,GERD, acidity
31201,GERD, ulcers_on_tongue
31202,GERD, vomiting
31203,GERD, cough
31204,GERD, chest_pain
31205,Chronic cholestasis,itching
31206,Chronic cholestasis, vomiting
31207,Chronic cholestasis, yellowish_skin
31208,Chronic cholestasis, nausea
31209,Chronic cholestasis, loss_of_appetite
31210,Chronic cholestasis, abdominal_pain
31211,Chronic cholestasis, yellowing_of_eyes
31212,Drug Reaction,itching
31213,Drug Reaction, skin_rash
31214,Drug Reaction, stomach_pain
31215,Drug Reaction, burning_micturition
31216,Drug Reaction, spotting_ urination
31217,Peptic ulcer diseae, vomiting
31218,Peptic ulcer diseae, indigestion
31219,Peptic ulcer diseae, loss_of_appetite
31220,Peptic ulcer diseae, abdominal_pain
31221,Peptic ulcer diseae, passage_of_gases
31222,Peptic ulcer diseae, internal_itching
31223,AIDS, muscle_wasting
31224,AIDS, patches_in_throat
31225,AIDS, high_fever
31226,AIDS, extra_marital_contacts
31227,Diabetes , fatigue
31228,Diabetes , weight_loss
31229,Diabetes , restlessness
31230,Diabetes , lethargy
31231,Diabetes , irregular_sugar_level
31232,Diabetes , blurred_and_distorted_vision
31233,Diabetes , obesity
31234,Diabetes , excessive_hunger
31235,Diabetes , increased_appetite
31236,Diabetes , polyuria
31237,Gastroenteritis, vomiting
31238,Gastroenteritis, sunken_eyes
31239,Gastroenteritis, dehydration
31240,Gastroenteritis, diarrhoea
31241,Bronchial Asthma, fatigue
31242,Bronchial Asthma, cough
31243,Bronchial Asthma, high_fever
31244,Bronchial Asthma, breathlessness
31245,Bronchial Asthma, family_history
31246,Bronchial Asthma, mucoid_sputum
31247,Hypertension , headache
31248,Hypertension , chest_pain
31249,Hypertension , dizziness
31250,Hypertension , loss_of_balance
31251,Hypertension , lack_of_concentration
31252,Migraine, acidity
31253,Migraine, indigestion
31254,Migraine, headache
31255,Migraine, blurred_and_distorted_vision
31256,Migraine, excessive_hunger
31257,Migraine, stiff_neck
31258,Migraine, depression
31259,Migraine, irritability
31260,Migraine, visual_disturbances
31261,Cervical spondylosis, back_pain
31262,Cervical spondylosis, weakness_in_limbs
31263,Cervical spondylosis, neck_pain
31264,Cervical spondylosis, dizziness
31265,Cervical spondylosis, loss_of_balance
31266,Paralysis (brain hemorrhage), vomiting
31267,Paralysis (brain hemorrhage), headache
31268,Paralysis (brain hemorrhage), weakness_of_one_body_side
31269,Paralysis (brain hemorrhage), altered_sensorium
31270,Jaundice,itching
31271,Jaundice, vomiting
31272,Jaundice, fatigue
31273,Jaundice, weight_loss
31274,Jaundice, high_fever
31275,Jaundice, yellowish_skin
31276,Jaundice, dark_urine
31277,Jaundice, abdominal_pain
31278,Malaria, chills
31279,Malaria, vomiting
31280,Malaria, high_fever
31281,Malaria, sweating
31282,Malaria, headache
31283,Malaria, nausea
31284,Malaria, diarrhoea
31285,Malaria, muscle_pain
31286,Chicken pox,itching
31287,Chicken pox, skin_rash
31288,Chicken pox, fatigue
31289,Chicken pox, lethargy
31290,Chicken pox, high_fever
31291,Chicken pox, headache
31292,Chicken pox, loss_of_appetite
31293,Chicken pox, mild_fever
31294,Chicken pox, swelled_lymph_nodes
31295,Chicken pox, malaise
31296,Chicken pox, red_spots_over_body
31297,Dengue, skin_rash
31298,Dengue, chills
31299,Dengue, joint_pain
31300,Dengue, vomiting
31301,Dengue, fatigue
31302,Dengue, high_fever
31303,Dengue, headache
31304,Dengue, nausea
31305,Dengue, loss_of_appetite
31306,Dengue, pain_behind_the_eyes
31307,Dengue, back_pain
31308,Dengue, malaise
31309,Dengue, muscle_pain
31310,Dengue, red_spots_over_body
31311,Typhoid, chills
31312,Typhoid, vomiting
31313,Typhoid, fatigue
31314,Typhoid, high_fever
31315,Typhoid, headache
31316,Typhoid, nausea
31317,Typhoid, constipation
31318,Typhoid, abdominal_pain
31319,Typhoid, diarrhoea
31320,Typhoid, toxic_look_(typhos)
31321,Typhoid, belly_pain
31322,hepatitis A, joint_pain
31323,hepatitis A, vomiting
31324,hepatitis A, yellowish_skin
31325,hepatitis A, dark_urine
31326,hepatitis A, nausea
31327,hepatitis A, loss_of_appetite
31328,hepatitis A, abdominal_pain
31329,hepatitis A, diarrhoea
31330,hepatitis A, mild_fever
31331,hepatitis A, yellowing_of_eyes
31332,hepatitis A, muscle_pain
31333,Hepatitis B,itching
31334,Hepatitis B, fatigue
31335,Hepatitis B, lethargy
31336,Hepatitis B, yellowish_skin
31337,Hepatitis B, dark_urine
31338,Hepatitis B, loss_of_appetite
31339,Hepatitis B, abdominal_pain
31340,Hepatitis B, yellow_urine
31341,Hepatitis B, yellowing_of_eyes
31342,Hepatitis B, malaise
31343,Hepatitis B, receiving_blood_transfusion
31344,Hepatitis B, receiving_unsterile_injections
31345,Hepatitis C, fatigue
31346,Hepatitis C, yellowish_skin
31347,Hepatitis C, nausea
31348,Hepatitis C, loss_of_appetite
31349,Hepatitis C, yellowing_of_eyes
31350,Hepatitis C, family_history
31351,Hepatitis D, joint_pain
31352,Hepatitis D, vomiting
31353,Hepatitis D, fatigue
31354,Hepatitis D, yellowish_skin
31355,Hepatitis D, dark_urine
31356,Hepatitis D, nausea
31357,Hepatitis D, loss_of_appetite
31358,Hepatitis D, abdominal_pain
31359,Hepatitis D, yellowing_of_eyes
31360,Hepatitis E, joint_pain
31361,Hepatitis E, vomiting
31362,Hepatitis E, fatigue
31363,Hepatitis E, high_fever
31364,Hepatitis E, yellowish_skin
31365,Hepatitis E, dark_urine
31366,Hepatitis E, nausea
31367,Hepatitis E, loss_of_appetite
31368,Hepatitis E, abdominal_pain
31369,Hepatitis E, yellowing_of_eyes
31370,Hepatitis E, acute_liver_failure
31371,Hepatitis E, coma
31372,Hepatitis E, stomach_bleeding
31373,Alcoholic hepatitis, vomiting
31374,Alcoholic hepatitis, yellowish_skin
31375,Alcoholic hepatitis, abdominal_pain
31376,Alcoholic hepatitis, swelling_of_stomach
31377,Alcoholic hepatitis, distention_of_abdomen
31378,Alcoholic hepatitis, history_of_alcohol_consumption
31379,Alcoholic hepatitis, fluid_overload
31380,Tuberculosis, chills
31381,Tuberculosis, vomiting
31382,Tuberculosis, fatigue
31383,Tuberculosis, weight_loss
31384,Tuberculosis, cough
31385,Tuberculosis, high_fever
31386,Tuberculosis, breathlessness
31387,Tuberculosis, sweating
31388,Tuberculosis, loss_of_appetite
31389,Tuberculosis, mild_fever
31390,Tuberculosis, yellowing_of_eyes
31391,Tuberculosis, swelled_lymph_nodes
31392,Tuberculosis, malaise
31393,Tuberculosis, phlegm
31394,Tuberculosis, chest_pain
31395,Tuberculosis, blood_in_sputum
31396,Common Cold, continuous_sneezing
31397,Common Cold, chills
31398,Common Cold, fatigue
31399,Common Cold, cough
31400,Common Cold, high_fever
31401,Common Cold, headache
31402,Common Cold, swelled_lymph_nodes
31403,Common Cold, malaise
31404,Common Cold, phlegm
31405,Common Cold, throat_irritation
31406,Common Cold, redness_of_eyes
31407,Common Cold, sinus_pressure
31408,Common Cold, runny_nose
31409,Common Cold, congestion
31410,Common Cold, chest_pain
31411,Common Cold, loss_of_smell
31412,Common Cold, muscle_pain
31413,Pneumonia, chills
31414,Pneumonia, fatigue
31415,Pneumonia, cough
31416,Pneumonia, high_fever
31417,Pneumonia, breathlessness
31418,Pneumonia, sweating
31419,Pneumonia, malaise
31420,Pneumonia, phlegm
31421,Pneumonia, chest_pain
31422,Pneumonia, fast_heart_rate
31423,Pneumonia, rusty_sputum
31424,Dimorphic hemmorhoids(piles), constipation
31425,Dimorphic hemmorhoids(piles), pain_during_bowel_movements
31426,Dimorphic hemmorhoids(piles), pain_in_anal_region
31427,Dimorphic hemmorhoids(piles), bloody_stool
31428,Dimorphic hemmorhoids(piles), irritation_in_anus
31429,Heart attack, vomiting
31430,Heart attack, breathlessness
31431,Heart attack, sweating
31432,Heart attack, chest_pain
31433,Varicose veins, fatigue
31434,Varicose veins, cramps
31435,Varicose veins, bruising
31436,Varicose veins, obesity
31437,Varicose veins, swollen_legs
